Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,70.05000305175781,73.0,70.05000305175781,72.25,54.4022331237793,18935
2002-07-02,73.5,85.9000015258789,73.0,81.1500015258789,61.103694915771484,298168
2002-07-03,82.0,83.0,76.5999984741211,77.8499984741211,58.618896484375,103996
2002-07-04,79.4000015258789,81.75,77.0999984741211,80.0999984741211,60.313072204589844,61675
2002-07-05,81.0,81.5,78.55000305175781,80.0999984741211,60.313072204589844,18359
2002-07-08,79.0,82.0,79.0,80.80000305175781,60.84016418457031,27531
2002-07-09,81.30000305175781,81.30000305175781,76.0,76.8499984741211,57.86590576171875,41758
2002-07-10,78.0,79.0,75.5999984741211,76.44999694824219,57.56472396850586,17369
2002-07-11,75.9000015258789,76.80000305175781,73.44999694824219,74.19999694824219,55.87053680419922,19488
2002-07-12,73.05000305175781,77.75,73.05000305175781,75.4000015258789,56.77410125732422,12369
2002-07-15,73.5,74.0,73.05000305175781,73.44999694824219,55.30579376220703,9993
2002-07-16,73.94999694824219,74.0,71.0999984741211,72.0999984741211,54.2892951965332,9411
2002-07-17,72.9000015258789,72.9000015258789,68.5,69.5,52.331565856933594,10015
2002-07-18,70.30000305175781,74.0,70.30000305175781,73.30000305175781,55.192848205566406,7278
2002-07-19,75.0,75.0,71.8499984741211,72.30000305175781,54.439884185791016,6472
2002-07-22,70.19999694824219,71.0,67.0,70.25,52.896297454833984,14861
2002-07-23,70.0,84.30000305175781,69.5,82.19999694824219,61.89432144165039,126992
2002-07-24,75.55000305175781,78.0,73.0,73.5999984741211,55.41875076293945,59004
2002-07-25,79.75,79.75,72.5999984741211,73.05000305175781,55.00461959838867,19081
2002-07-26,71.0,72.0,68.19999694824219,68.8499984741211,51.842124938964844,13971
2002-07-29,67.5,68.44999694824219,62.5,67.0999984741211,50.524436950683594,17575
2002-07-30,69.75,70.0,65.0,65.55000305175781,49.35733413696289,12482
2002-07-31,64.0999984741211,67.9000015258789,64.0,66.8499984741211,50.33618927001953,12562
2002-08-01,67.0,69.5,66.0999984741211,66.69999694824219,50.22324752807617,4560
2002-08-02,66.5,66.5,64.0999984741211,65.55000305175781,49.35733413696289,4274
2002-08-05,66.44999694824219,68.5,65.25,65.55000305175781,49.35733413696289,8841
2002-08-06,66.0,66.9000015258789,65.30000305175781,66.6500015258789,50.185604095458984,3635
2002-08-07,68.0,68.0,64.6500015258789,64.94999694824219,48.90553665161133,18531
2002-08-08,65.0,66.94999694824219,64.4000015258789,65.44999694824219,49.28202438354492,15509
2002-08-09,64.8499984741211,65.94999694824219,64.69999694824219,65.3499984741211,49.206729888916016,1591
2002-08-12,67.0,67.0,62.650001525878906,63.900001525878906,48.11491775512695,5700
2002-08-13,64.0,65.0,63.150001525878906,63.5,47.81373596191406,11691
2002-08-14,64.0999984741211,64.0999984741211,62.0,63.349998474121094,47.70077896118164,10403
2002-08-15,63.349998474121094,63.349998474121094,63.349998474121094,63.349998474121094,47.70077896118164,0
2002-08-16,63.20000076293945,63.5,62.5,62.900001525878906,47.361942291259766,5287
2002-08-19,63.45000076293945,63.45000076293945,61.54999923706055,62.0,46.684268951416016,8776
2002-08-20,62.099998474121094,63.20000076293945,61.20000076293945,62.150001525878906,46.79722213745117,4307
2002-08-21,62.04999923706055,62.25,60.25,61.20000076293945,46.08189392089844,27497
2002-08-22,61.04999923706055,63.45000076293945,60.599998474121094,62.599998474121094,47.13605499267578,7282
2002-08-23,64.8499984741211,64.8499984741211,62.5,63.099998474121094,47.512542724609375,3995
2002-08-26,61.79999923706055,64.5,61.79999923706055,64.30000305175781,48.41612243652344,3641
2002-08-27,62.75,65.75,62.70000076293945,64.3499984741211,48.45376205444336,10246
2002-08-28,64.44999694824219,64.44999694824219,62.849998474121094,62.900001525878906,47.361942291259766,1605
2002-08-29,61.95000076293945,62.79999923706055,61.25,61.75,46.49603271484375,1685
2002-08-30,62.0,64.0,62.0,63.70000076293945,47.964324951171875,4930
2002-09-02,67.0,67.0,64.30000305175781,64.6500015258789,48.679664611816406,10809
2002-09-03,65.0,65.30000305175781,63.0,63.20000076293945,47.587833404541016,6395
2002-09-04,62.5,63.04999923706055,62.400001525878906,62.54999923706055,47.09840393066406,4045
2002-09-05,62.599998474121094,63.45000076293945,62.29999923706055,62.849998474121094,47.32429504394531,2928
2002-09-06,64.94999694824219,64.94999694824219,62.0,62.29999923706055,46.91016387939453,2966
2002-09-09,58.099998474121094,62.5,58.099998474121094,62.04999923706055,46.72191619873047,4285
2002-09-10,62.04999923706055,62.04999923706055,62.04999923706055,62.04999923706055,46.72191619873047,0
2002-09-11,61.400001525878906,63.0,61.400001525878906,62.0,46.684268951416016,8188
2002-09-12,62.0,63.29999923706055,61.79999923706055,62.849998474121094,47.32429504394531,12025
2002-09-13,62.0,63.400001525878906,61.70000076293945,63.04999923706055,47.47489547729492,5415
2002-09-16,63.0,66.75,62.0,62.599998474121094,47.13605499267578,16320
2002-09-17,63.70000076293945,64.5,62.0,62.25,46.872528076171875,9971
2002-09-18,62.95000076293945,63.0,61.5,62.20000076293945,46.83485794067383,7764
2002-09-19,60.650001525878906,61.75,60.5,61.099998474121094,46.0066032409668,4097
2002-09-20,61.45000076293945,61.45000076293945,60.0,61.099998474121094,46.0066032409668,3155
2002-09-23,61.5,62.0,60.04999923706055,60.5,45.55481719970703,2051
2002-09-24,60.0,60.900001525878906,60.0,60.20000076293945,45.328922271728516,5610
2002-09-25,60.400001525878906,60.45000076293945,59.650001525878906,59.70000076293945,44.95243835449219,701
2002-09-26,59.599998474121094,60.0,59.0,59.25,44.61360549926758,1746
2002-09-27,60.0,60.099998474121094,59.70000076293945,60.0,45.17833709716797,1446
2002-09-30,68.0,68.0,59.95000076293945,60.0,45.17833709716797,4371
2002-10-01,59.04999923706055,61.150001525878906,58.0,59.099998474121094,44.50066375732422,1115
2002-10-02,59.099998474121094,59.099998474121094,59.099998474121094,59.099998474121094,44.50066375732422,0
2002-10-03,56.5,60.25,56.5,59.20000076293945,44.57594680786133,5421
2002-10-04,59.5,59.79999923706055,59.099998474121094,59.599998474121094,44.877140045166016,3170
2002-10-07,60.5,60.5,59.0,60.0,45.17833709716797,8041
2002-10-08,59.95000076293945,61.75,59.95000076293945,61.0,45.93130111694336,5726
2002-10-09,61.599998474121094,63.0,61.5,62.5,47.06075668334961,5379
2002-10-10,62.0,62.20000076293945,60.0,61.79999923706055,46.5336799621582,5634
2002-10-11,62.0,62.5,61.04999923706055,62.25,46.872528076171875,1416
2002-10-14,63.0,63.75,63.0,63.45000076293945,47.77607727050781,3150
2002-10-15,63.45000076293945,63.45000076293945,63.45000076293945,63.45000076293945,47.77607727050781,0
2002-10-16,64.0,64.30000305175781,62.75,62.79999923706055,47.286651611328125,5406
2002-10-17,63.0,63.0,60.79999923706055,60.849998474121094,45.818359375,6837
2002-10-18,61.0,61.20000076293945,60.70000076293945,61.0,45.93130111694336,15591
2002-10-21,62.0,62.0,60.5,61.04999923706055,45.96894836425781,3601
2002-10-22,61.0,61.400001525878906,60.25,60.849998474121094,45.818359375,6420
2002-10-23,60.54999923706055,60.54999923706055,56.79999923706055,57.650001525878906,43.408851623535156,14652
2002-10-24,57.04999923706055,57.900001525878906,56.25,57.650001525878906,43.408851623535156,5190
2002-10-25,58.5,58.5,57.29999923706055,57.75,43.4841423034668,7302
2002-10-28,60.0,60.0,58.45000076293945,58.849998474121094,44.31241226196289,7700
2002-10-29,57.5,57.5,55.29999923706055,56.5,42.54291915893555,18919
2002-10-30,57.599998474121094,57.599998474121094,55.099998474121094,55.45000076293945,41.752296447753906,18889
2002-10-31,56.900001525878906,57.29999923706055,54.5,55.25,41.601707458496094,67285
2002-11-01,56.5,58.0,54.70000076293945,55.0,41.4134635925293,13321
2002-11-04,55.0,56.95000076293945,55.0,56.5,42.54291915893555,3110
2002-11-05,56.0,57.45000076293945,54.5,54.70000076293945,41.18758010864258,8256
2002-11-06,54.70000076293945,54.70000076293945,54.70000076293945,54.70000076293945,41.18758010864258,0
2002-11-07,55.0,56.099998474121094,54.70000076293945,55.0,41.4134635925293,8985
